jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
6.138924372,12.82113744,22.8422676,24.61691583,26.67540274,10.76205168,6.515668062,7.496155439,18.69854843,17.65691245,13.42956986,12.0195262
6.795617544,12.2811708,30.4281228,30.48418149,32.96464821,11.60727907,6.846328889,8.074320326,21.20084582,19.79355331,15.3451386,15.34154535
6.477641032,10.13053195,29.76707579,29.54632906,33.64977798,11.44852278,6.352303226,7.542986828,16.59645981,19.69893278,15.92159639,16.62298795
5.935562694,7.223780303,22.55322098,21.49132197,29.17678995,9.781990244,5.710704048,6.960833966,13.85725864,16.62987647,13.3533933,16.28971933
5.788235358,6.98852689,21.4283084,20.40527402,27.46156487,9.500732362,6.160246974,7.549063594,19.04612866,17.1920831,14.07224879,15.72307363
6.323354682,7.283026893,21.63916175,20.06412572,30.42240321,10.82056566,6.354627938,9.596440947,22.48750767,18.22985796,16.95526248,18.63427744
6.563499938,8.263773241,18.29291267,19.16179983,35.49232009,11.01911934,6.025818192,10.66231738,27.65122114,15.6505819,19.34407188,18.61038194
7.700139732,11.3035091,24.82916855,22.85243321,37.90787348,12.96188603,6.814357367,9.859051902,29.48187755,32.09536779,23.0021501,21.25552169
7.518401515,14.4914805,25.76665912,22.97555883,33.39665867,10.35428151,5.910784461,8.91419889,30.07399779,35.08380976,25.39953393,21.86896658
8.352047373,15.90887311,28.0137588,24.58534233,30.71494329,11.60817766,6.73210492,8.988574834,29.7712915,33.34651773,25.29776678,20.76443468
7.906918646,13.22612697,24.68084539,19.23671148,26.24891157,9.879463335,5.993202898,8.050545137,22.1812918,31.46671951,22.23159279,19.58101469
8.35154769,10.1503988,24.73169165,19.17717365,29.13679792,10.55922188,6.830846468,8.344011682,17.27602998,27.48074387,20.19912129,19.85465436
7.456277196,9.274314634,23.61707786,19.51595049,26.28707965,10.81997196,6.912939803,8.830404926,15.83603831,22.02333731,19.40289031,21.25777565
8.142628467,10.58603018,23.35552364,18.42539252,25.26193467,11.19255692,6.955235044,8.843943394,16.80658337,21.14480315,21.24855093,21.29044525
8.864396344,11.54137769,29.21354526,22.95297355,29.05010573,11.81699705,7.641652844,9.093188782,18.69267261,23.74535368,24.96278436,24.1925952
8.854942394,10.78436685,27.05935649,21.76389339,28.48733434,11.04729076,7.464606192,8.609577737,18.61161011,22.25756637,23.04142397,22.48593233
10.15588108,11.27528057,29.3923501,23.77854226,29.95578703,11.99106346,7.632102703,8.375368627,19.39549735,23.17724996,24.94062582,24.85102587
11.4940344,13.48919102,29.32422247,23.46241371,29.91233187,12.65093424,7.655612334,7.74517003,17.83138347,24.99216328,24.38118934,26.33405673
15.34524622,15.83401516,28.02107784,24.06373211,27.56584017,13.44872721,8.048725887,7.402602284,17.40240839,27.16802053,28.8602433,31.54241153
