jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
0,15.81840754,33.59530973,30.43950748,54.52162743,2.457483768,2.457483768,0,3.825309515,21.91256714,8.077466726,64.78935313
0,14.92037106,35.18357849,30.38511848,52.54237938,4.914967537,4.914967537,0,7.65061903,19.24009848,8.74418354,62.24390554
0,19.31385946,37.87360954,30.49774265,48.69115543,5.150368929,5.150368929,0,8.139037609,18.85507298,8.052278519,71.20536065
0,19.31385946,37.87360954,30.49774265,48.69115543,5.150368929,5.150368929,0,8.139037609,18.85507298,8.052278519,71.20536065
0,23.70734787,40.56364059,30.61036682,44.83993149,5.385770321,5.385770321,0,8.627456188,18.47004747,7.360373497,80.16681576
0,23.70734787,40.56364059,30.61036682,44.83993149,5.385770321,5.385770321,0,8.627456188,18.47004747,7.360373497,80.16681576
0,26.58747768,39.13366985,29.26981592,44.32137489,6.010867357,6.010867357,0,9.066470504,18.11913669,6.772475004,76.61546993
0,26.58747768,39.13366985,29.26981592,44.32137489,6.010867357,6.010867357,0,9.066470504,18.11913669,6.772475004,76.61546993
0,26.58747768,39.13366985,29.26981592,44.32137489,6.010867357,6.010867357,0,9.066470504,18.11913669,6.772475004,76.61546993
0,30.22751498,40.12007618,30.01970148,39.96238899,9.792183161,9.792183161,0,7.38243711,16.71014094,4.745325208,77.93450356
0,30.98742247,42.53645325,32.11013794,36.12195969,12.94840193,12.94840193,0,5.2593894,15.65205598,3.306073904,82.804883
0,30.98742247,42.53645325,32.11013794,36.12195969,12.94840193,12.94840193,0,5.2593894,15.65205598,3.306073904,82.804883
0,30.98742247,42.53645325,32.11013794,36.12195969,12.94840193,12.94840193,0,5.2593894,15.65205598,3.306073904,82.804883
0,30.98742247,42.53645325,32.11013794,36.12195969,12.94840193,12.94840193,0,5.2593894,15.65205598,3.306073904,82.804883
0,30.98742247,42.53645325,32.11013794,36.12195969,12.94840193,12.94840193,0,5.2593894,15.65205598,3.306073904,82.804883
0,30.98742247,42.53645325,32.11013794,36.12195969,12.94840193,12.94840193,0,5.2593894,15.65205598,3.306073904,82.804883
0,26.59980281,43.03470627,29.77046045,35.13476022,14.92408689,14.92408689,0,5.175896327,14.35440214,3.252277692,75.39915641
0,20.12473249,43.84123182,28.85053539,30.67662907,22.11944278,22.11944278,0,5.273498694,13.93489408,2.966980696,72.75206439
0,11.56221151,44.95602989,29.35036278,22.74756622,34.5344696,34.5344696,0,5.552196503,14.3935318,2.450182915,74.86360693
0,11.56221151,44.95602989,29.35036278,22.74756622,34.5344696,34.5344696,0,5.552196503,14.3935318,2.450182915,74.86360693
0,11.56221151,44.95602989,29.35036278,22.74756622,34.5344696,34.5344696,0,5.552196503,14.3935318,2.450182915,74.86360693
0,11.56221151,44.95602989,29.35036278,22.74756622,34.5344696,34.5344696,0,5.552196503,14.3935318,2.450182915,74.86360693
0,11.56221151,44.95602989,29.35036278,22.74756622,34.5344696,34.5344696,0,5.552196503,14.3935318,2.450182915,74.86360693
0,11.56221151,44.95602989,29.35036278,22.74756622,34.5344696,34.5344696,0,5.552196503,14.3935318,2.450182915,74.86360693
0,9.475720882,41.52618885,28.88164854,25.16897941,33.17079353,33.17079353,0,5.471321344,14.17417455,2.336250305,67.93950891
0,12.61557835,42.17542076,27.86495233,24.4541136,33.97306633,33.97306633,0,5.730958343,14.89387083,2.566188991,67.46136212
0,15.75543582,42.82465267,26.84825611,23.7392478,34.77533913,34.77533913,0,5.990595341,15.61356711,2.796127677,66.98321533
0,15.75543582,42.82465267,26.84825611,23.7392478,34.77533913,34.77533913,0,5.990595341,15.61356711,2.796127677,66.98321533
0,11.30161476,46.03943825,24.8553257,26.95556927,37.41061783,37.41061783,0,5.679737091,16.3670752,2.238742113,76.97334051
0,11.30161476,46.03943825,24.8553257,26.95556927,37.41061783,37.41061783,0,5.679737091,16.3670752,2.238742113,76.97334051
0,11.30161476,46.03943825,24.8553257,26.95556927,37.41061783,37.41061783,0,5.679737091,16.3670752,2.238742113,76.97334051
0,11.30161476,46.03943825,24.8553257,26.95556927,37.41061783,37.41061783,0,5.679737091,16.3670752,2.238742113,76.97334051
0,11.44408512,45.22832441,25.46847677,26.11791515,26.39531398,26.39531398,0,5.644394636,15.26328373,2.567323327,76.01806927
0,11.58655548,44.41721058,26.08162785,25.28026104,15.38001013,15.38001013,0,5.609052181,14.15949225,2.895904541,75.06279802
0,11.58655548,44.41721058,26.08162785,25.28026104,15.38001013,15.38001013,0,5.609052181,14.15949225,2.895904541,75.06279802
0,11.58655548,44.41721058,26.08162785,25.28026104,15.38001013,15.38001013,0,5.609052181,14.15949225,2.895904541,75.06279802
0,11.58655548,44.41721058,26.08162785,25.28026104,15.38001013,15.38001013,0,5.609052181,14.15949225,2.895904541,75.06279802
1.963749647,14.84545326,48.26070547,23.39514184,26.04966402,27.14379954,19.12388587,0,4.878243208,13.38927281,2.646713495,73.04270196
1.963749647,14.84545326,48.26070547,23.39514184,26.04966402,27.14379954,19.12388587,0,4.878243208,13.38927281,2.646713495,73.04270196
3.927499294,18.10435104,52.10420036,20.70865583,26.819067,38.90758896,22.86776161,0,4.147434235,12.61905336,2.397522449,71.0226059
0,7.460185528,35.18357849,56.28721046,76.41405106,0,4.914967537,3.080294371,7.65061903,19.24009848,13.89548206,44.56939173
0,7.460185528,35.18357849,56.28721046,76.41405106,0,4.914967537,3.080294371,7.65061903,19.24009848,13.89548206,44.56939173
0,7.460185528,35.18357849,56.28721046,76.41405106,0,4.914967537,3.080294371,7.65061903,19.24009848,13.89548206,44.56939173
