intercept,village_dist,tourism_dist,river_dist,woodycover,nitrogen_dist,runoff,fire_freq,slope,sodium_dist,water_dist
1,37016.27192,0.21864766,1665.233472,0.602798533,18382.10586,10.83179333,0.944444444,0.011746318,25814.93717,35859.25911
1,36411.31763,0.1894932,2544.057568,0.466008571,17325.31836,11.85618,0.1,0.009072768,26456.92523,36796.73828
1,36075.64017,0.19767293,3396.40612,0.442084496,16388.39199,10.14953,0,0.007698774,27224.39734,38209.94531
1,35954.23975,0.18316665,4198.865128,0.340949591,15325.16309,12.04823,0.05,0.006904391,28173.49276,38897.30078
1,36190.9082,0.179128,5659.591222,0.315194839,13553.13599,13.0302,0,0.007968378,30200.63305,40311.28906
1,36643.27148,0.17851741,5171.374115,0.318925198,12774.48584,11.22335,0,0.007259014,31224.72898,41773.19531
1,37061.48535,0.1779476,4596.180404,0.303697221,12028.61133,11.22335,0.263157895,0.00575341,32178.83156,41773.19531
1,37634.89407,0.18875104,4278.583869,0.320732348,11637.63452,11.13153,0.894736842,0.004106426,33194.57251,42520.58203
1,38185.26458,0.1663832,4138.0755,0.264166805,10755.81323,10.42867,0.842105263,0.005967082,33126.62719,43278.17188
1,38775.79932,0.17736575,4324.278397,0.198560696,9979.976563,10.46858,0.5,0.013994872,32326.83415,43416.58594
1,39362.77319,0.17738579,4643.587575,0.209257425,9065.73291,10.35406,0,0.017062323,31376.37254,44204.07031
1,40146.12005,0.16675078,5273.094181,0.181191875,8431.460938,11.39116,0,0.015903281,30659.75675,45000
1,40795.41455,0.17808508,6010.666309,0.201671369,7615.897559,11.61734,0,0.014456239,29780.35667,45803.92969
1,41476.46979,0.16734471,6746.053255,0.23003965,6696.494954,11.57063,0,0.011364567,28965.29162,46043.45703
1,42209.88203,0.16780097,7527.313591,0.214970892,6117.450033,11.48515,0,0.01193804,28160.43375,47707.44141
1,42817.35495,0.16824587,8467.119773,0.250322431,5250,11.48515,0,0.014455975,27389.39776,47707.44141
1,43568.91577,0.18088365,9011.051086,0.251409864,4250,11.69529,0,0.013906916,26574.42188,48104.05469
1,44251.37396,0.17213335,8082.74167,0.272852981,3269.228821,11.12269,0,0.014109304,25828.98891,47539.45703
1,44519.44751,0.18694781,7111.407104,0.277338417,2277.765625,10.87217,0,0.01535847,25057.92668,47927.02734
1,43775.95483,0.19022968,6205.187469,0.238259664,1479.040497,11.23933,0,0.014442089,24344.81242,48332.18359
1,42860.23736,0.2060764,5134.157135,0.215022422,758.0618896,13.03626,0,0.012724087,23585.70125,48754.48828
1,42005.91748,0.1974438,4233.59082,0.241617202,676.7767029,11.9289,0,0.009697806,22916.36172,48525.76758
1,41282.6543,0.20098715,3267.860366,0.22908079,125,11.070545,0,0.009333374,22269.96922,48532.94141
1,40390.44141,0.19208662,2425.780167,0.226651864,0,12.34187,0,0.009333374,21586.20748,49739.32031
1,39656.12188,0.19532359,1594.10987,0.23717446,0,12.34187,0.263157895,0.008109725,20986.52602,49739.32031
1,38746.26815,0.22592316,1199.902004,0.214601155,0,11.18649,0.210526316,0.008568983,20360.22371,48877.39844
1,37944.54761,0.21675108,1423.310463,0.190263829,0,10.85745,0,0.007159492,19768.15535,49396.35547
1,37107.9625,0.20751507,1976.844719,0.184475705,0,12.63447,0.421052632,0.005635543,19253.03711,49929.94922
1,36400.33521,0.22578031,2642.274734,0.207847035,0,13.33569,0.05,0.0071046,18762.2008,50477.71875
1,35739.47633,0.24515282,3226.640641,0.214332774,0,12.0481,0,0.008250255,18098.97892,50219.51953
1,63611.60938,0.25872945,2766.525434,-0.138593765,23144.92383,12.62514,2.05,0.007337047,22322.90314,21931.71289
1,62819.34766,0.23862285,3218.676058,-0.044139233,23253.78672,14.52666,3.315789474,0.004916663,23148.375,23769.72852
1,61858.35156,0.26549316,4084.449621,-0.032513824,23155.72266,14.54971,2.75,0.00467126,24018.86812,23409.40039
1,60908.75903,0.24538044,4669.192354,0.238241728,22554.10156,12.70555,3.058823529,0.008114118,24940.19081,24351.5918
1,59846.94238,0.24164859,5539.867523,0.293597837,21981.52637,11.29891,3.85,0.008114118,26001.07711,25298.2207
1,58876.33594,0.22482509,6268.251282,0.237044674,21440.32471,11.39303,2.272727273,0.011629403,26961.03867,26248.80859
1,57963.24816,0.25295126,7154.667175,0.266653706,20932.92822,12.57189,3.529411765,0.006404647,28001.00008,27202.94141
1,56937.01042,0.22119311,7783.44278,0.282184602,20461.85498,12.09334,4.35,0.005978961,28970.60705,28160.25586
1,56058.92212,0.23417969,7457.477814,0.411924337,20015.61035,11.6662,3.176470588,0.011470968,29977.99938,29120.43945
1,54998.46691,0.24659528,7049.135681,0.307889989,19575.17529,11.54193,3.52173913,0.015142607,31001.93547,30083.21875
1,54096.11458,0.21562029,6545.733063,0.169433492,19175.1792,11.38252,1.727272727,0.012344906,31961.87734,32015.62109
1,53130.01723,0.24186977,6054.326843,0.579599496,18746.91055,11.38252,2.473684211,0.013372885,33001.81805,32015.62109
1,52161.37646,0.22523199,5644.021027,0.784682497,18151.38477,10.88336,3.1,0.013231113,33956.58128,32984.84375
1,51168.01929,0.22258989,4930.756673,0.989765499,17877.28076,10.19401,2.235294118,0.013231113,34985.35037,33955.85547
1,50452.2915,0.22193882,4129.364,0.904396893,17767.59717,11.26806,2.526315789,0.010022022,35546.34245,33734.25391
1,49520.0319,0.2479454,3262.438947,0.826671491,17282.41445,10.93983,2.428571429,0.009845494,35499.69096,34438.35156
1,48394.25115,0.23160353,2367.173821,0.979112463,17127.77246,10.80397,2.9,0.011604417,34866.25641,34885.52734
1,47517.32056,0.21707997,1360.051071,0.857257153,17151.89502,11.11328,2.470588235,0.011534434,33953.83531,35355.33984
1,46633.32708,0.20203194,641.7119713,0.60636532,17222.02383,12.63291,0.526315789,0.007559238,33211.51563,34132.09766
1,45598.02642,0.22668147,935.9065063,0.513943022,16958.0708,11.29689,0.833333333,0.008429732,32495.05422,34669.87109
1,44656.52813,0.19868427,1699.039673,0.361563498,17208.47461,10.00138,0.888888889,0.012325262,31835.56698,35805.02734
1,43641.45313,0.19586255,2695.636893,0.243149621,17132.17383,10.409575,0.526315789,0.008708858,31252.37948,35402.51367
1,42719.02026,0.20518281,3613.68569,0.249294737,16812.17539,10.00138,0.210526316,0.008118061,31128.27887,35805.02734
1,41859.74658,0.20132507,4627.474772,0.223207944,16475.88965,10.01512,0,0.008118061,30930.81722,36400.55078
1,40801.52413,0.2100995,4647.755716,0.291264255,16339.5793,10.1028,0,0.009390442,30556.37102,37013.51172
1,39797.80566,0.19487709,4134.796305,0.394241696,16263.65918,10.88379,0,0.007364605,30028.20483,36878.17969
1,38804.61914,0.19082203,4201.492253,0.404314411,16049.53906,11.85054,0,0.007862029,29911.07758,37536.64844
1,37977.82767,0.19875949,4668.239775,0.346814911,15221.28418,9.92287,0,0.006819501,30049.60891,38948.68359
1,37226.62402,0.18322305,5373.798462,0.335709628,14330.53281,11.22286,0,0.005205589,30195.48678,39623.22656
1,37177.31962,0.19203252,5663.921419,0.313413025,13102.95728,11.22335,0,0.004247807,31141.74947,41773.19531
1,33528.36102,0.77635783,302.6315789,0.600410664,8190.12168,14.1480475,0.15,0.00884775,6268.033492,11946.69434
1,34491.95657,0.67251018,222.5412636,0.801468118,7805.491862,13.42643,0.5,0.005563007,5308.708767,13038.40527
1,35280.38647,0.61400343,285.0412636,0.506965941,7454.220215,14.23559,1.117647059,0.004554287,4377.824063,14212.66992
1,36234.14661,0.57081582,235.3827362,0.603731892,7595.231445,16.51751,0.368421053,0.006303362,3638.561458,12727.92188
1,37233.32349,0.59655551,178.5714286,0.434646562,7495.833252,16.87927,0.95,0.005281438,2865.683614,13416.4082
1,38062.69896,0.56000438,244.8570808,0.5371901,7292.978027,14.6348,1.473684211,0.005281438,2147.125685,13892.44434
1,39110.91064,0.60424563,197.6606483,0.715192988,7286.975488,16.50463,0.842105263,0.005874811,1900.854164,13601.4707
1,39951.7888,0.56041176,156.25,0.669841517,7599.288574,14.6084,0.526315789,0.003732073,2207.203658,14212.66992
1,40801.68313,0.61633444,272.0970879,0.358905009,7563.575521,14.6084,0.722222222,0.006223166,2771.011321,14212.66992
1,41661.9187,0.6038637,578.9874992,0.024733873,7266.166797,12.96684,2.19047619,0.007753886,2981.061821,14142.13574
1,42543.54614,0.59870721,935.1519356,0.070642144,7250,12.70762,2.277777778,0.007410691,3676.114854,13453.62402
1,43545.55981,0.58265836,1062.5,0.077758421,7250,12.81245,3.235294118,0.006725749,4451.693564,12806.24805
1,44431.97681,0.56432039,1070.053471,-0.002911896,7292.980835,12.13157,2.285714286,0.008216379,5326.475469,11313.70898
1,45400.13306,0.5478088,1336.437109,0.009404681,7362.516602,12.13157,1.833333333,0.006839552,6160.004063,11313.70898
1,46244.96338,0.54564495,1822.706711,-0.156425263,7203.434204,12.75849,1.4,0.006839552,7051.903035,10630.14551
1,47000.79067,0.60516213,2643.509668,-0.206187756,7168.19751,13.26822,1.842105263,0.009055386,7854.512977,10000
1,47806.77124,0.613294,3378.705566,-0.043640589,6931.312337,12.69319,1.2,0.004096693,8700.223359,8602.325195
1,48345.04492,0.6884576,3939.090967,0.136087119,6842.398682,12.53298,2.421052632,0.004134727,9383.393164,6403.124023
1,48956.61693,0.75129892,3957.205643,0.059183201,6492.18623,12.7367,1.888888889,0.001173178,10180.46233,5830.95166
1,49881.63647,0.90529451,3737.008847,0.039580655,6604.852051,12.88014,0.789473684,0.006477109,11106.4574,5385.165039
1,50634.14297,0.89586469,3302.638,0.36337594,6828.334229,13.35304,0,0.01018949,12130.24207,4472.135742
1,51644.06421,0.85275645,2433.027145,0.634950626,7292.976318,13.07849,0.181818182,0.008875559,12330.46758,2828.427246
1,51953.8635,0.91113,1503.511807,0.951733017,7540.938086,13.07849,0.722222222,0.01545795,11484.53139,2828.427246
1,50946.3623,0.82129645,815.5842743,1.185162736,7240.301921,13.41857,1.333333333,0.023819627,10586.3298,2236.067871
1,50258.55147,0.78952088,232.7709889,1.228115394,7275.829346,14.56174,0.210526316,0.037447948,9552.542188,1414.213623
1,47597.09766,0.89570466,123.7384356,2.470372381,4504.283594,15.37738,0.210526316,0.006919244,9441.391641,0
1,48199.58411,0.80519223,300.0009117,2.195462589,5521.992676,11.51582,0.052631579,0.048935551,8869.450796,1000
1,48866.39185,0.79723488,233.6627482,2.762759066,6295.820801,15.65752,0,0.03997425,8590.351112,0
1,49700.33042,0.76532523,232.7019119,2.302332141,7292.976318,14.97268,0.173913043,0.021289764,8770.305886,0
1,50677.27413,0.69572607,639.2569071,1.625577759,8279.418652,10.67573,0.294117647,0.013921555,9044.179025,1000
1,51463.78021,0.56064059,1048.812809,0.73831557,9283.7229,11.06867,0.210526316,0.023309415,9226.039347,2000
1,52352.2029,0.58368883,1373.280037,0.6243112,10179.67285,11.06867,1.470588235,0.003821052,9541.6275,2000
1,53316.12744,0.51317549,1830.714912,0.819018774,11073.59082,12.82088,1.47826087,0.004592161,10174.64879,4123.105469
1,54215.7937,0.48459217,2129.603745,0.794663574,11966.09814,13.02843,2.888888889,0.006912691,10867.05371,5099.019531
1,55186.01099,0.45506943,2647.240234,0.828031873,12837.854,12.16113,4.047619048,0.007179522,11470.5457,6082.762695
1,56072.27051,0.43198039,3070.843796,0.911615475,13944.04272,12.80231,3.166666667,0.009114814,12188.40199,7071.067871
1,57056.05957,0.40863054,2298.341728,0.500201036,14771.17139,12.10656,2.117647059,0.012842033,12949.8807,8062.257813
1,57740.19661,0.36626284,1624.036816,0.569685482,15610.49316,11.70801,2.3,0.004625434,13762.91895,9055.384766
1,58445.71025,0.39643661,1165.294994,0.362765684,16723.51582,12.49797,2.210526316,0.002663475,14401.17296,10049.87598
1,59075.26733,0.36075002,1684.474941,0.170100024,17723.86198,11.84122,2.047619048,0.00733759,14806.28674,11180.33984
1,59537.75299,0.36904563,2046.384134,0.359026685,18525.3208,12.4594,1.5,0.007674031,15325.23414,11401.75391
1,60310.175,0.3106583,2215.789453,0.272290359,19382.65967,12.68038,1.631578947,0.007653412,16216.54803,13341.66406
1,60562.08371,0.28047933,2056.489095,0.402000208,20136.42432,11.88661,1.444444444,0.009181476,17218.66304,14142.13574
1,60739.5563,0.32726243,2159.354774,0.746721614,20909.02979,11.34085,0.869565217,0.010695871,18232.81492,15132.74609
