"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","posteriors.signs"
"betas[8]",-0.187331005404283,0.00168222204083071,0.0564092087767538,-0.300991509061536,-0.223941690073927,-0.186063803115374,-0.149830961055528,-0.0789667933418698,1124.43247088918,0.998976554569032,0.996
"betas[9]",0.0603813412714623,0.00131435254030639,0.0455407133549467,-0.0279597532781877,0.0290821486677102,0.0599082638211401,0.0916814457999836,0.149789239677393,1200.538026319,0.99953940255477,1
"betas[10]",-0.447232662842988,0.00910654103660395,0.194944748212193,-0.832506925789121,-0.580359908639008,-0.445718125541077,-0.314602906872431,-0.0636385133622396,458.264464439301,1.00848518095937,0.908666666666667
"betas[11]",0.566197583411963,0.00776357262860264,0.183474129759779,0.197349258862613,0.443506863580727,0.568451615065503,0.690479238153286,0.91313209918068,558.504186010769,1.00491996226441,0.999333333333333
"betas[12]",-0.245835151442188,0.0106792010315035,0.206927411980351,-0.628768408601157,-0.391597760696289,-0.24718130238442,-0.105357520576189,0.151616225741917,375.455549780365,1.00692992318807,0.999333333333333
"betas[13]",0.0334989086774861,0.0135701180347434,0.372815411287515,-0.737351342834328,-0.204155045353651,0.0476434372614658,0.275955095758632,0.766382237805945,754.7801376675,1.0020298909807,0.774666666666667
"betas[14]",-0.288637577989095,0.00639715856419734,0.144753801550787,-0.569193552415571,-0.385146164685338,-0.286556221155584,-0.18859243863405,-0.0110644525154125,512.018584939167,1.00160860741529,0.66
"betas[15]",0.19938687950846,0.00673998527339136,0.159329599679705,-0.121595775513148,0.0886457149692417,0.193455145503473,0.305630494267345,0.50596716757777,558.823980768081,1.00789701367937,0.741333333333333
"betas[16]",-0.287889450489555,0.00115813320171214,0.0412426736812023,-0.363948933551296,-0.315838688746223,-0.28837405709086,-0.258731808298088,-0.208858388890149,1268.16744248811,1.00097399043299,0.802
"betas[17]",-0.126853456448779,0.000825392499708041,0.0295361472807476,-0.18360545550551,-0.146564574471034,-0.127127077535573,-0.107568014536543,-0.068758219246585,1280.5208480745,1.00511213572571,1
"betas[1]",-2.00105543540313,0.00237714730670475,0.0775337262930155,-2.15474908620935,-2.05238841343483,-2.00168416951879,-1.95068992659049,-1.85376622937836,1063.82238337517,1.00010174137145,1
"betas[2]",0.161579573746352,0.00221581710951272,0.0767455448134344,0.00943166180933256,0.108645216921666,0.161903238784316,0.213199606155751,0.31062756069907,1199.60570924789,0.999355767682219,0.967333333333333
"betas[3]",0.0312309732776478,0.00238734091550609,0.0848897933272077,-0.137328479974872,-0.0274148200902512,0.0358461091784997,0.0897006070028441,0.198394606135004,1264.39296256377,1.00080630732786,0.868666666666667
"betas[4]",-0.00898346636778547,0.00179305697697252,0.0596808019922603,-0.127672470821293,-0.0498517340922014,-0.00878175188101332,0.0295379955339631,0.114914912897756,1107.85040525598,1.00050668242305,0.829333333333333
"betas[5]",-0.376032575071508,0.00289598115829666,0.100489263076769,-0.582431293844595,-0.441451912206736,-0.373796288981141,-0.307375368133644,-0.183525759011283,1204.05925128801,1.00060736730068,0.984666666666667
"betas[6]",-0.115339912350465,0.0106637541017342,0.267447834015789,-0.645339571551857,-0.294671971316879,-0.110489884832737,0.0668567427740473,0.401145599104187,629.0105447196,1.00542956010889,0.982666666666667
"betas[7]",1.36472706576142,0.0211481969927301,0.662655459582456,0.0656486631621821,0.900894863465584,1.38123167676981,1.803914731878,2.68624890050844,981.81319981395,0.999495051869227,0.798
"betas[8]",0.103225178710673,0.0020272591193151,0.0866895633989341,-0.0730209344091887,0.0430829882445592,0.102835592515027,0.160177523753327,0.273355710826391,1828.58480240152,1.00107102048292,0.996
"betas[9]",-0.126519815718657,0.00266957936034938,0.103864093611638,-0.336867753752858,-0.193749916731155,-0.126115557496636,-0.0532471997683991,0.0662884850603477,1513.71878029917,1.00076563888807,1
"betas[10]",0.499779529048172,0.0102480555767012,0.314814462131899,-0.129800728169303,0.287017042545147,0.498532424313342,0.722788932182899,1.14864583818137,943.683596594012,1.00012484385175,0.908666666666667
"betas[11]",1.48922165782852,0.0107184770436548,0.296512277279464,0.932427635209661,1.28730714112393,1.49082657321488,1.6950959854838,2.08419778966472,765.277943294707,0.999816134240833,0.999333333333333
"betas[12]",-0.917533797872014,0.013260244092081,0.332519655528428,-1.59073324771407,-1.13717815164434,-0.915363695574108,-0.698556840617802,-0.261737177218695,628.827616777117,1.00193554074847,0.999333333333333
"betas[13]",-1.34628004835097,0.0219474411524204,0.683811727281342,-2.69514089785242,-1.79425059075438,-1.360278726955,-0.85736766516891,-0.0199747550605885,970.74531398547,0.999203310938792,0.774666666666667
"betas[14]",0.242615573812545,0.00718143519386319,0.194183928964222,-0.128749469434507,0.10911418805419,0.243198945802681,0.372769632911663,0.621999543334236,731.145946541773,1.00583380755425,0.66
"betas[15]",-0.43396275006132,0.00741067570420623,0.245562290169531,-0.913411109196912,-0.597018114472226,-0.429341442668111,-0.273708675333971,0.0485513899232939,1098.01363393291,1.00071596374483,0.741333333333333
"betas[16]",-0.0159025357160379,0.00160320673633749,0.0557166581805147,-0.125786467771524,-0.0520294978134661,-0.013969004971018,0.0216936533742811,0.0909359245181554,1207.78897825968,1.00066987520208,0.802
"betas[17]",-0.134059645103103,0.00107981273684486,0.0436308517869896,-0.219794346307382,-0.164443590225088,-0.133423431806565,-0.104283780221288,-0.0447226575363436,1632.64022158893,1.0012362672109,1
"betas[1]",-2.69948608116297,0.00294175388566569,0.0973141181464787,-2.89220087038697,-2.75960105023718,-2.69487013617011,-2.63785828361978,-2.51016628743739,1094.3066322785,1.0019635954184,1
"betas[2]",-0.211757893131756,0.0029772377584173,0.10045387723642,-0.4091836945617,-0.280761067750913,-0.21160369938791,-0.142539868222466,-0.017220562313897,1138.43010390361,1.00207284946192,0.967333333333333
"betas[3]",0.0157336472331586,0.00218419892470846,0.0783112691131448,-0.147344193325729,-0.0340886509143212,0.0153355466103572,0.0663098688140973,0.169201188708244,1285.47651431853,1.00250811044608,0.868666666666667
"betas[4]",-0.284989918792083,0.00332907994178399,0.118062501516652,-0.518134805314508,-0.359434110428085,-0.289703535574631,-0.20306677778361,-0.0549432466153398,1257.69551888252,1.00041991343069,0.829333333333333
"betas[5]",-0.23696341078164,0.00215761888411477,0.0820491759947903,-0.405641362920403,-0.290103387554547,-0.235549691367866,-0.182374085173185,-0.077882806220739,1446.1021728514,1.00125175535486,0.984666666666667
"betas[6]",-0.136486102048225,0.0160099006352083,0.399199023038242,-0.909021565299532,-0.407276550541981,-0.130400285356846,0.129259462217063,0.627662607473785,621.729775080834,1.00095654227233,0.982666666666667
"betas[7]",0.455386807868862,0.0213976102639905,0.717365777501572,-0.977247969406889,-0.0227704884295778,0.461251451070344,0.926523051563417,1.90226632393496,1123.95976003159,0.999868197990724,0.798
"betas[8]",0.273736425146448,0.00244308949621913,0.0898690070918253,0.103624203834544,0.211823733990744,0.275688739548919,0.33304834810619,0.44920407833236,1353.13501965899,1.00156047945705,0.996
"betas[9]",-0.16046574911369,0.00246202498435683,0.0861999428077706,-0.336748792539549,-0.217379488401524,-0.158308436630847,-0.101538897669372,0.00403545479060816,1225.82660739983,1.00208018032881,1
"betas[10]",-0.461614922103429,0.0145320417064919,0.357870079872882,-1.16660578169056,-0.698792632996726,-0.471537140112255,-0.21880355960595,0.217500752294631,606.45350340296,1.00025312723652,0.908666666666667
"betas[11]",-0.0606882496711254,0.0149783776243512,0.400812412694075,-0.837641800291001,-0.331941112884318,-0.0685146230962047,0.197445740513098,0.755598454259844,716.06554014455,1.00404353185455,0.999333333333333
"betas[12]",-0.412667186895421,0.0202663472726886,0.499809200052448,-1.44642781193584,-0.744299255294923,-0.400767948706544,-0.066751077619095,0.516747012089012,608.215567040685,1.00412392168634,0.999333333333333
"betas[13]",-0.413843929227003,0.0208363898648659,0.703307153854917,-1.81276776462946,-0.870833456542116,-0.40992480036061,0.0539641704664807,0.984081265111636,1139.31842359507,0.999962965264213,0.774666666666667
"betas[14]",-0.19820470651123,0.0101045300573714,0.268210474225554,-0.704371017600231,-0.374803605107696,-0.208835634701147,-0.0163173685191649,0.3158210769694,704.562018988885,1.00006139645464,0.66
"betas[15]",0.987431159764479,0.0106408235845729,0.287843215239947,0.414874955252051,0.79914814049288,0.986028356215799,1.17875166663317,1.55539545868581,731.74793954721,0.999634206277745,0.741333333333333
"betas[16]",0.164198177954348,0.00213749890887864,0.0714648718414052,0.0245790133200164,0.11565787348956,0.165030377521724,0.211041325149639,0.303204511431142,1117.82401344879,1.00246162125988,0.802
"betas[17]",-0.0231153027050649,0.00122679265620142,0.0445784118132137,-0.106803923448362,-0.0540925594358936,-0.0249414002456234,0.00857570556516796,0.0656055241464595,1320.4040528167,1.00058850588041,1
"betas[1]",-2.74789413747544,0.00287592483642655,0.095550673994552,-2.94445609276494,-2.80836580251589,-2.7494488138831,-2.68749436067551,-2.55359257823789,1103.85606175707,1.00209055656965,1
"betas[2]",0.291520861281824,0.00269946730971736,0.0862548743283141,0.127016510733876,0.230613615085957,0.291971938855352,0.349521440081106,0.464130472413843,1020.96569157754,0.998589784114736,0.967333333333333
"betas[3]",0.154655081669141,0.00218043374657841,0.0763000109209966,0.00240574908452324,0.104063460943547,0.156550851459894,0.207661789446634,0.304220829858632,1224.51302849565,0.999536012718416,0.868666666666667
"betas[4]",-0.480211977135243,0.00340406037078837,0.113854897117203,-0.70682185839296,-0.55686071829574,-0.479976489297847,-0.4048564814479,-0.250589629376959,1118.68785460999,0.999891319343031,0.829333333333333
"betas[5]",-0.453321227607392,0.00343860829186859,0.100970162870372,-0.65402699134161,-0.520401009613852,-0.45355739916881,-0.382812629764543,-0.259386209521121,862.225179550297,1.0014984390545,0.984666666666667
"betas[6]",1.7329527646536,0.0179747059700757,0.400363679862289,1.01226392238763,1.44576069805739,1.72546367884856,1.98614201649887,2.5550425446726,496.118880218747,1.00648992468729,0.982666666666667
"betas[7]",1.30510912585629,0.0281207737475846,0.790022646474593,-0.168033910211854,0.739061545401337,1.31043200107458,1.85872350398741,2.88289608220004,789.268098142227,1.0003583595533,0.798
"betas[8]",0.22874762915527,0.00291083400642853,0.0922333330751045,0.0461679505981029,0.165614784771424,0.233208331131542,0.290620568012003,0.400060005315361,1004.01667643897,0.999781512462255,0.996
"betas[9]",0.0585345765170074,0.00290517114116603,0.086401168064292,-0.113056167550509,0.000984462946381967,0.0575766399369575,0.119154767178451,0.219729170267165,884.495819847051,1.00098518340257,1
"betas[10]",-1.51494817424553,0.0160980668006126,0.40525967842493,-2.32777605336665,-1.7886912158837,-1.51264217588253,-1.23347093110281,-0.763097949499991,633.751996564423,1.00134534316422,0.908666666666667
"betas[11]",-0.0940320474640178,0.0115568311192547,0.311742546541425,-0.706988331763758,-0.299061444384078,-0.106353531838884,0.125128887580062,0.522916341173698,727.636746869057,1.00147812989032,0.999333333333333
"betas[12]",0.679532060497853,0.0153594372589533,0.379129954662207,-0.0949163760980068,0.421805348846063,0.678763146744893,0.943831308109578,1.43173274910703,609.292159226783,1.00288637531124,0.999333333333333
"betas[13]",-1.65619303645176,0.0290713099031336,0.819187543350816,-3.28950534519823,-2.21722956056372,-1.64384487213911,-1.07470589383502,-0.101551781292956,794.031036180915,0.999968504696739,0.774666666666667
"betas[14]",-1.09884494276368,0.0115204616615688,0.262496272368385,-1.64450990372437,-1.26720115139683,-1.09648607665272,-0.907620944647986,-0.600173240400985,519.166325240954,1.00723325298571,0.66
"betas[15]",1.36035561955722,0.0120594778297222,0.304817752367956,0.788392028872097,1.15560026014401,1.36269125918699,1.56524379717644,1.96063918047996,638.886197773841,1.00170267790288,0.741333333333333
"betas[16]",0.285785828130294,0.00204480098558386,0.0637954284536718,0.166419604839282,0.240736715140667,0.284919032412737,0.329811990809235,0.409390324493422,973.367912507699,1.00019199292917,0.802
"betas[17]",-0.0197346079119261,0.00118738730027666,0.0427103367141732,-0.104821143729889,-0.0466420698444148,-0.0197182712611202,0.00869400338518098,0.0593540817880284,1293.84184050254,0.999113474036676,1
"betas[1]",-3.34242608995921,0.00569972783173097,0.182334380062305,-3.72850241537559,-3.45989874398313,-3.33242568282667,-3.21584228127164,-2.99795710129416,1023.3610734994,1.00051327321798,1
"betas[2]",-0.380403719477089,0.00268664829038062,0.0756789593892987,-0.532238336461939,-0.431897163858718,-0.379216970236779,-0.328288109525058,-0.237950887730541,793.466636416641,1.00387986241165,0.967333333333333
"betas[3]",0.0703348683961379,0.00225238960087784,0.0682845807205012,-0.0651677174986332,0.0242984731954035,0.0712326968346491,0.118317640561504,0.200447167180317,919.090478740654,1.00292162975737,0.868666666666667
"betas[4]",-0.986663195461412,0.00547236254141312,0.196375004341796,-1.38343412643207,-1.11709137774345,-0.988009677298082,-0.849657507998896,-0.612234537296414,1287.72371065606,1.00270690106043,0.829333333333333
"betas[5]",-0.131767989935094,0.00215573147311812,0.0544225267349346,-0.236138577487888,-0.169826661285573,-0.131924007806396,-0.0941710651548279,-0.0291433101536626,637.335453650058,1.00241281886857,0.984666666666667
"betas[6]",-0.0933366233868587,0.015589934632415,0.375591576424346,-0.852215956246523,-0.348523681996491,-0.0881106883317621,0.155908261346854,0.654926881293205,580.420975395469,1.00312275713717,0.982666666666667
"betas[7]",-0.914073518149888,0.020778897790351,0.582511424637416,-2.03760349016886,-1.32044739168688,-0.910747220706021,-0.523874328014303,0.19842355795208,785.893833866744,1.00013238554017,0.798
"betas[8]",-0.00335013047462838,0.00252739124807072,0.073424767574401,-0.154707906041105,-0.0536819926134817,-0.00171036008062671,0.0473848673335361,0.141231067972153,843.995646290111,1.00096244680623,0.996
"betas[9]",0.274564460493291,0.0010945015706918,0.034080252854698,0.208703084117014,0.251284780730196,0.27436827402988,0.298167771988175,0.343319450105535,969.555866101367,1.00110227076365,1
"betas[10]",0.430647068228889,0.0123482871432858,0.311357586672454,-0.170097108610901,0.210516501230917,0.436696617460082,0.647747304358465,1.03820011144324,635.777954909657,1.00340804116139,0.908666666666667
"betas[11]",-2.65538726333994,0.0136877909099131,0.36926034787614,-3.3921390229144,-2.91028199435959,-2.66249844421003,-2.40874675081099,-1.90310526379273,727.777498845985,1.00698693813447,0.999333333333333
"betas[12]",1.25501448987581,0.0201171960866753,0.528709837512349,0.200395009490449,0.904013519384557,1.29010475159148,1.63011422033245,2.2037278605821,690.716585278872,1.00537994450917,0.999333333333333
"betas[13]",0.941514236092905,0.0201911403945095,0.565509511784446,-0.141619868977533,0.560205201619427,0.944034742711045,1.34073630126482,2.0299898125126,784.437110088707,1.00005692804864,0.774666666666667
"betas[14]",-0.330802660414566,0.014382719248716,0.353511932336795,-1.02709508227089,-0.570596428134498,-0.319029406967296,-0.0951666762074847,0.35974577932024,604.124082644723,1.00185888304582,0.66
"betas[15]",0.247307604341439,0.0142109988666471,0.374734385065194,-0.46136865227061,-0.00960227616365861,0.242634670636625,0.503185868362331,0.96876970343975,695.341068550577,1.00091377371476,0.741333333333333
"betas[16]",0.0619658194160517,0.00171766937947523,0.0572809013679808,-0.0543346311485029,0.0252022828910791,0.0606506296103386,0.0999144536540105,0.169185450638163,1112.09154641617,1.00049347543223,0.802
"betas[17]",0.00704647365641899,0.000919167059640224,0.0328131851083348,-0.0569057295888626,-0.0143481758491677,0.00627525907518973,0.0284886495294004,0.0724496235578231,1274.40619186155,0.99871830741233,1
"betas[1]",-2.09304266798888,0.00252772512924886,0.0747942166520196,-2.23943247225472,-2.14521482839339,-2.09399604612198,-2.04193297999708,-1.94716575414678,875.540709573502,1.00535719659195,1
"betas[2]",-0.1036558830236,0.00251797981051106,0.0808097646063898,-0.267308537427601,-0.158581595466086,-0.102079002113388,-0.0498703129707563,0.0555677948838577,1029.96672984406,1.00191691287125,0.967333333333333
"betas[3]",0.172843713359659,0.00192051987642779,0.0656135528804482,0.0438634955214248,0.126061514920475,0.173514511047715,0.21773154526344,0.2934602911957,1167.21133691293,0.999562254884329,0.868666666666667
"betas[4]",0.0216091814593852,0.00292255796320694,0.0916679875711206,-0.152570259515264,-0.0414349451239312,0.0233359517484008,0.0843458631682079,0.197390149878998,983.805231824392,1.00060883011162,0.829333333333333
"betas[5]",-0.0666004874370922,0.00192558852496979,0.0648399103806806,-0.202385627140755,-0.107890058959547,-0.0645625829560334,-0.0229200392277102,0.0546094459130577,1133.85581945616,0.999439292712274,0.984666666666667
"betas[6]",-0.256239602180705,0.0137444348288999,0.30770274134282,-0.83605069003914,-0.476765722895648,-0.247614528158726,-0.0479525488606602,0.363370042695452,501.197571643572,1.00232299901255,0.982666666666667
"betas[7]",-0.329410411607443,0.0254581432004816,0.65910919953974,-1.56989822123258,-0.791905158641278,-0.339038631431001,0.102490613154119,0.989105660887476,670.287771971964,1.00074376304162,0.798
"betas[8]",0.123503670631566,0.00251328668654449,0.0846219021091321,-0.0380015595907866,0.0653607043182336,0.12248329726393,0.18215838469963,0.285816697991851,1133.65655818247,0.999824483403998,0.996
"betas[9]",0.00543275224478943,0.00157056685910204,0.0521435827128644,-0.0971791676257165,-0.0279715091210109,0.00657069926370268,0.0397687065586818,0.107908685441344,1102.27225774904,0.999195904326453,1
"betas[10]",0.157015490379338,0.0109147862929903,0.284880748838553,-0.4042029247182,-0.0274710394345994,0.161857992478234,0.347483726284189,0.710006307959626,681.233083384699,1.00077036371024,0.908666666666667
"betas[11]",-0.313319229673202,0.0114964528531133,0.314976641691179,-0.926087202829243,-0.529229357624019,-0.314243998575297,-0.0953213882399117,0.298296108796076,750.635277723288,1.00283120870907,0.999333333333333
"betas[12]",0.00897869564441248,0.0148206006895603,0.355345832337673,-0.691908055179176,-0.237555349275337,0.00813072374184429,0.24431390420623,0.721808451543476,574.871581272026,1.00418693377496,0.999333333333333
"betas[13]",0.113016608223903,0.0255220974669579,0.664230384794795,-1.19464379688745,-0.321792037780777,0.128332814551272,0.574767638261845,1.37618506053993,677.336923333988,1.00060545337162,0.774666666666667
"betas[14]",0.0781943783576188,0.00974409693805807,0.23926366664961,-0.387695008624285,-0.0931643748822667,0.0748549318198498,0.247492021166392,0.537360568784185,602.934751471633,1.00086093388083,0.66
"betas[15]",-0.108808211542535,0.00953634710120014,0.252583060724263,-0.596152300806664,-0.277663389613945,-0.113881930708316,0.0622645229609464,0.389462608168235,701.526923411049,0.999781490923409,0.741333333333333
"betas[16]",-0.108189512092244,0.00217904529171822,0.0666464828039646,-0.235007961190013,-0.153984552466782,-0.107351636894244,-0.0629483933221525,0.0183623658226102,935.45296413628,1.00102853874929,0.802
"betas[17]",0.0364488511593921,0.00116727365441243,0.0399405051531698,-0.0412256375127455,0.0083808633928039,0.0368459759520031,0.0644913128837616,0.114898899920123,1170.79737403454,0.999025291759661,1
"betas[1]",-3.60966983023352,0.00707783362474023,0.213786264958207,-4.04485713338371,-3.73959359700496,-3.60245114799491,-3.463575814573,-3.22320352468213,912.344588287272,1.00008894074841,1
"betas[2]",-0.283134374868847,0.00374144620095489,0.112169446552987,-0.512441890439764,-0.355900757034979,-0.289208303544929,-0.208802256331088,-0.0674222726198455,898.814654256832,0.998581711046975,0.967333333333333
"betas[3]",-0.0267159407147624,0.00275021465798665,0.0925341283762465,-0.205459204342313,-0.0895709143295737,-0.0235333782338801,0.0370639413189687,0.153068886695534,1132.06324983663,0.999854024525032,0.868666666666667
"betas[4]",-0.053806299669835,0.00588630117810038,0.199060819709797,-0.46476103982243,-0.181293379799597,-0.0543569898106894,0.0796114810513163,0.332516839190047,1143.63283879386,0.998648466372844,0.829333333333333
